STATE,COUNTY_x,FIPS,pctile_pm25,pctile_diesel,pctile_traffic,SVI,E_TOTPOP,EPL_POV200,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,EPL_NPL,EPL_TRI,EPL_TSD,E_PARK,EPL_ROAD,EPL_IMPWTR,EPL_NEHD,EPL_SMOKE,EPL_CFLD,EPL_DRGT,EPL_HRCN,EPL_RFLD,EPL_SWND,EPL_TRND,Tribe_PCT_Tract,P_PM25,P_OZONE,P_DSLPM,P_RSEI_AIR,P_PTRAF,P_PTSDF,T_UNEMPPCT,T_D5_RSEI_AIR,T_D5_PWDIS
Georgia,Chatham County,13051004211,5,44,66,0.3865,5162,0.3526,0.0,0.5886,0.5977,0.4976,0.0,0.0,0.0,100.0,0.5009,0.0,0.2686,0.067,0.6675,0.5425,0.9772,0.3735,0.3239,0.0,0.0,66.0,8.0,39.0,50.0,37.0,18.0,8 %ile,50 %ile,47 %ile
Georgia,Chatham County,13051004212,5,43,64,0.5534,5559,0.3506,0.0,0.5886,0.5515,0.4976,0.0,0.0,0.0,99.9999,0.3689,0.191,0.2686,0.0706,0.6675,0.5502,0.9772,0.3735,0.3239,0.0,0.0,66.0,8.0,37.0,50.0,34.0,17.0,77 %ile,47 %ile,45 %ile
Georgia,Chatham County,13051004300,7,63,52,0.633,2550,0.8831,0.0,0.5886,0.7312,0.4976,0.0,0.5862,0.0,60.5857,0.5262,0.186,0.2686,0.0753,0.6675,0.6085,0.9772,0.3735,0.3239,0.0,0.0,70.0,8.0,50.0,51.0,49.0,49.0,99 %ile,53 %ile,36 %ile
Georgia,Chatham County,13051004400,7,68,81,0.9511,2518,0.9759,0.0,0.5886,0.75,0.4976,0.0,0.6283,0.0,100.0,0.6136,0.6651,0.2579,0.067,0.142,0.6085,0.9772,0.3735,0.3239,0.0,0.0,72.0,9.0,63.0,56.0,55.0,53.0,92 %ile,85 %ile,60 %ile
Georgia,Chatham County,13051004500,8,72,85,0.9323,3904,0.8506,0.0,0.5886,0.788,0.4976,0.0,0.7418,0.0,100.0,0.6136,0.6067,0.2303,0.067,0.7374,0.6085,0.9772,0.3735,0.3239,0.0,0.0,73.0,9.0,72.0,58.0,57.0,62.0,90 %ile,78 %ile,66 %ile
Georgia,Chatham County,13051010102,4,45,57,0.8589,4319,0.7154,0.0,0.5886,0.5047,0.4976,0.0,0.4518,0.6343,63.7343,0.4056,0.1491,0.2579,0.067,0.7368,0.601,0.9772,0.3735,0.3239,0.5198,0.0,66.0,11.0,47.0,50.0,44.0,53.0,76 %ile,68 %ile,50 %ile
Georgia,Chatham County,13051010200,4,41,53,0.738,4468,0.4521,0.0,0.5886,0.4758,0.4976,0.0,0.0,0.5795,95.0911,0.5468,0.1491,0.2483,0.067,0.7108,0.5425,0.9772,0.3735,0.3239,0.0,0.0,65.0,11.0,43.0,48.0,44.0,32.0,35 %ile,58 %ile,38 %ile
Georgia,Chatham County,13051010502,8,55,76,0.9068,4130,0.9116,0.0,0.5886,0.7219,0.4976,0.0,0.0,0.0,35.7157,0.6035,0.1512,0.2686,0.0753,0.4708,0.6117,0.9772,0.3735,0.3239,0.0,0.0,72.0,8.0,57.0,54.0,51.0,58.0,95 %ile,79 %ile,62 %ile
Georgia,Chatham County,13051010503,10,55,51,0.6697,1797,0.9505,0.0,0.0,0.6359,0.4976,0.0,0.0,0.0,48.6025,0.5585,0.185,0.2483,0.0706,0.7374,0.6328,0.9772,0.3735,0.3239,0.0,0.0,74.0,8.0,44.0,52.0,45.0,60.0,49 %ile,81 %ile,71 %ile
Georgia,Chatham County,13051010504,10,55,74,0.9788,4505,0.9045,0.0,0.5886,0.7811,0.4976,0.0,0.614,0.6763,62.9365,0.6136,0.2627,0.2303,0.0706,0.7374,0.6497,0.9772,0.3735,0.3239,0.0,0.0,75.0,8.0,54.0,61.0,51.0,72.0,90 %ile,82 %ile,72 %ile
Georgia,Chatham County,13051010601,10,74,76,0.8395,4606,0.9206,0.0,0.5886,0.8049,0.4976,0.0,0.8384,0.8395,96.3258,0.6136,0.6656,0.2303,0.0706,0.7374,0.6537,0.9772,0.3735,0.3239,0.5198,0.0,75.0,8.0,52.0,74.0,49.0,83.0,89 %ile,86 %ile,74 %ile
Georgia,Chatham County,13051010603,10,73,73,0.6243,2459,0.6998,0.0,0.5886,0.8026,0.4976,0.0,0.8015,0.7704,57.8737,0.5913,0.5912,0.2303,0.0706,0.7374,0.6537,0.9772,0.3735,0.3239,0.0,0.0,76.0,8.0,52.0,64.0,48.0,80.0,34 %ile,74 %ile,63 %ile
Georgia,Chatham County,13051010701,12,49,56,0.5685,3511,0.9571,0.0,0.5886,0.6571,0.4976,0.0,0.6435,0.6909,73.2176,0.4641,0.6688,0.2303,0.0824,0.7372,0.6609,0.9772,0.3735,0.3239,0.0,0.0,76.0,8.0,48.0,71.0,39.0,78.0,7 %ile,85 %ile,80 %ile
Georgia,Chatham County,13051010702,12,49,70,0.6848,6931,0.7229,0.0,0.0,0.5607,0.4976,0.0,0.367,0.487,49.0183,0.4471,0.6833,0.2579,0.0753,0.7374,0.6637,0.9772,0.3735,0.3239,0.0,0.0,76.0,7.0,46.0,33.0,32.0,52.0,86 %ile,42 %ile,62 %ile
Georgia,Chatham County,13051010703,12,49,38,0.1364,6105,0.3309,0.0,0.0,0.5607,0.4976,0.0,0.0,0.0,0.0,0.3675,0.6656,0.2579,0.0706,0.7374,0.6583,0.9772,0.3735,0.3239,0.0,0.0,76.0,6.0,39.0,35.0,30.0,55.0,35 %ile,30 %ile,42 %ile
Georgia,Chatham County,13051010704,12,49,60,0.2141,5694,0.4362,0.0,0.0,0.5607,0.4976,0.0,0.4717,0.5795,73.0714,0.4987,0.6656,0.2303,0.0824,0.142,0.6557,0.9772,0.3735,0.3239,0.0,0.0,76.0,6.0,47.0,42.0,41.0,60.0,0 %ile,43 %ile,48 %ile
Georgia,Chatham County,13051010705,12,49,39,0.1076,3362,0.124,0.0,0.0,0.5607,0.4976,0.0,0.0,0.5019,19.9113,0.5448,0.6656,0.2579,0.0824,0.142,0.6557,0.9772,0.3735,0.3239,0.0,0.0,76.0,6.0,43.0,39.0,31.0,54.0,63 %ile,42 %ile,49 %ile
Georgia,Chatham County,13051010706,12,49,39,0.1774,2078,0.5245,0.0,0.0,0.5607,0.4976,0.0,0.0,0.0,0.0,0.542,0.6656,0.2579,0.0753,0.142,0.6557,0.9772,0.3735,0.3239,0.0,0.0,76.0,6.0,34.0,35.0,31.0,55.0,8 %ile,33 %ile,44 %ile
Georgia,Chatham County,13051010707,12,49,19,0.0583,4335,0.0358,0.0,0.0,0.5607,0.4976,0.0,0.0,0.0,0.0,0.2644,0.6656,0.2579,0.0753,0.142,0.6583,0.9772,0.3735,0.3239,0.0,0.0,76.0,6.0,32.0,34.0,26.0,51.0,58 %ile,21 %ile,29 %ile
Georgia,Chatham County,13051010801,13,35,52,0.2972,3937,0.3906,0.0,0.5886,0.4035,0.4976,0.0,0.3137,0.0,38.3935,0.4869,0.4601,0.2303,0.0944,0.142,0.6557,0.9754,0.3735,0.3387,0.0,0.0,74.0,5.0,31.0,42.0,30.0,46.0,19 %ile,54 %ile,38 %ile
Georgia,Chatham County,13051010806,6,41,51,0.4973,6504,0.4685,0.0,0.5886,0.5263,0.4976,0.0,0.0,0.0,47.8573,0.3953,0.1941,0.2686,0.127,0.6675,0.5561,0.9772,0.3735,0.3239,0.0,0.0,68.0,7.0,40.0,51.0,33.0,18.0,63 %ile,48 %ile,33 %ile
Georgia,Chatham County,13051010807,6,31,34,0.3937,6476,0.1949,0.0,0.5886,0.4128,0.4976,0.0,0.3634,0.0,45.5602,0.1424,0.3214,0.3122,0.18,0.6675,0.5561,0.9772,0.3735,0.3239,0.0,0.0,66.0,6.0,35.0,52.0,25.0,12.0,54 %ile,45 %ile,30 %ile
Georgia,Chatham County,13051010810,12,48,59,0.6833,5430,0.2169,0.0,0.0,0.5601,0.4976,0.0,0.6439,0.6558,90.8078,0.5804,0.2433,0.2303,0.0753,0.142,0.6537,0.9772,0.3735,0.3239,0.0,0.0,76.0,7.0,50.0,47.0,43.0,62.0,93 %ile,49 %ile,46 %ile
Georgia,Chatham County,13051010811,12,48,52,0.561,4930,0.413,0.0,0.5886,0.5118,0.4976,0.0,0.7071,0.6473,92.827,0.4086,0.5091,0.2303,0.0889,0.4708,0.6557,0.9772,0.3735,0.3239,0.0,0.0,76.0,6.0,46.0,44.0,38.0,57.0,71 %ile,53 %ile,52 %ile
Georgia,Chatham County,13051010812,10,46,69,0.0255,4833,0.2552,0.0,0.0,0.5504,0.4976,0.0,0.0,0.6016,57.8861,0.5198,0.1941,0.2303,0.0889,0.7374,0.6448,0.9772,0.3735,0.3239,0.0,0.0,75.0,7.0,42.0,49.0,41.0,57.0,0 %ile,44 %ile,27 %ile
Georgia,Chatham County,13051010813,8,51,66,0.8525,5383,0.8585,0.0,0.0,0.5949,0.4976,0.0,0.0,0.0,0.0231,0.5349,0.2325,0.2828,0.0944,0.4708,0.6085,0.9772,0.3735,0.3239,0.0,0.0,71.0,6.0,49.0,49.0,35.0,17.0,47 %ile,77 %ile,60 %ile
Georgia,Chatham County,13051010814,8,51,58,0.4696,5319,0.4327,0.0,0.0,0.5949,0.4976,0.0,0.307,0.0,61.9086,0.464,0.5027,0.2828,0.1723,0.7114,0.6085,0.9772,0.3735,0.3239,0.0,0.0,68.0,6.0,46.0,51.0,32.0,0.0,27 %ile,59 %ile,42 %ile
Georgia,Chatham County,13051010815,8,51,38,0.2375,2244,0.5803,0.0,0.0,0.5949,0.4976,0.0,0.0,0.0,47.1601,0.5218,0.1941,0.2579,0.0889,0.7144,0.6085,0.9772,0.3735,0.3239,0.0,0.0,71.0,7.0,42.0,50.0,36.0,40.0,0 %ile,58 %ile,40 %ile
Georgia,Chatham County,13051010816,10,46,61,0.9108,2714,0.9668,0.0,0.0,0.541,0.4976,0.0,0.0,0.0,0.0,0.4996,0.1941,0.2828,0.0824,0.7374,0.6085,0.9772,0.3735,0.3239,0.0,0.0,72.0,6.0,38.0,49.0,34.0,30.0,98 %ile,76 %ile,56 %ile
Georgia,Chatham County,13051010817,10,46,33,0.2137,3740,0.2396,0.0,0.0,0.541,0.4976,0.0,0.0,0.0,40.248,0.4726,0.1941,0.2828,0.0944,0.7374,0.6448,0.9772,0.3735,0.3239,0.0,0.0,74.0,6.0,42.0,48.0,33.0,49.0,26 %ile,55 %ile,36 %ile
Georgia,Chatham County,13051010818,12,34,32,0.8143,2246,0.9549,0.0,0.0,0.4988,0.4976,0.0,0.0,0.0,82.0771,0.2096,0.663,0.2978,0.2563,0.142,0.652,0.9583,0.3735,0.351,0.0,0.0,70.0,5.0,27.0,47.0,24.0,15.0,94 %ile,61 %ile,54 %ile
Georgia,Chatham County,13051010819,12,34,70,0.1965,3598,0.2627,0.0,0.0,0.4678,0.4976,0.0,0.0,0.0,73.277,0.5712,0.2277,0.2303,0.0991,0.142,0.6448,0.9772,0.3735,0.3239,0.0,0.0,74.0,6.0,53.0,47.0,37.0,47.0,8 %ile,41 %ile,27 %ile
Georgia,Chatham County,13051010820,12,34,88,0.177,1951,0.3593,0.0,0.0,0.3866,0.4976,0.0,0.0,0.0,11.8078,0.4871,0.2367,0.2303,0.0944,0.142,0.6475,0.9772,0.3735,0.3239,0.0,0.0,74.0,6.0,43.0,45.0,40.0,46.0,7 %ile,44 %ile,30 %ile
Georgia,Chatham County,13051010821,12,34,38,0.2015,1747,0.1537,0.0,0.0,0.4988,0.4976,0.0,0.0,0.0,26.4785,0.3449,0.2425,0.2303,0.1551,0.142,0.652,0.9739,0.3735,0.3391,0.0,0.0,72.0,5.0,35.0,45.0,30.0,37.0,57 %ile,46 %ile,34 %ile
Georgia,Chatham County,13051010901,5,40,69,0.9676,4234,0.8831,0.0,0.5886,0.4861,0.4976,0.0,0.0,0.0,54.3429,0.2801,0.1934,0.2686,0.127,0.6675,0.5502,0.9772,0.3735,0.3239,0.0,0.0,66.0,7.0,41.0,50.0,39.0,28.0,25 %ile,69 %ile,55 %ile
Georgia,Chatham County,13051011004,4,33,29,0.082,3405,0.1336,0.0,0.5886,0.3752,0.4976,0.0,0.0,0.0,77.7417,0.273,0.1432,0.2483,0.0753,0.7144,0.5425,0.9772,0.3735,0.3239,0.0,0.0,62.0,11.0,29.0,46.0,34.0,25.0,9 %ile,36 %ile,26 %ile
Georgia,Chatham County,13051011005,2,16,8,0.063,5314,0.1878,0.0,0.5886,0.2114,0.0434,0.0,0.0,0.0,77.6072,0.0,0.1586,0.2686,0.0824,0.7098,0.5425,0.9928,0.3735,0.4357,0.0,0.0,50.0,11.0,15.0,48.0,15.0,16.0,70 %ile,30 %ile,18 %ile
Georgia,Chatham County,13051011006,3,25,10,0.1752,4073,0.0884,0.0,0.5886,0.2745,0.0434,0.0,0.0,0.0,89.4987,0.1407,0.1887,0.2483,0.0753,0.7107,0.5425,0.9903,0.3735,0.3917,0.0,0.0,58.0,12.0,15.0,45.0,20.0,18.0,71 %ile,38 %ile,24 %ile
Georgia,Chatham County,13051011007,4,32,46,0.4045,2486,0.8356,0.0,0.0,0.3652,0.4976,0.0,0.0,0.0,99.2382,0.1037,0.0,0.2483,0.067,0.6675,0.5425,0.9772,0.3735,0.3239,0.0,0.0,61.0,9.0,22.0,48.0,27.0,18.0,29 %ile,58 %ile,43 %ile
Georgia,Chatham County,13051011008,4,32,43,0.3163,3660,0.3045,0.0,0.0,0.3652,0.4976,0.0,0.0,0.0,96.3354,0.3906,0.0,0.2579,0.0753,0.6675,0.5425,0.9772,0.3735,0.3239,0.0,0.0,64.0,9.0,31.0,48.0,37.0,21.0,6 %ile,41 %ile,31 %ile
Georgia,Chatham County,13051011104,3,29,49,0.2047,5344,0.4446,0.0,0.5886,0.3314,0.0434,0.0,0.0,0.0,94.3953,0.4412,0.2038,0.2483,0.0648,0.7374,0.601,0.9772,0.3735,0.3239,0.0,0.0,59.0,14.0,28.0,39.0,22.0,18.0,31 %ile,36 %ile,32 %ile
Georgia,Chatham County,13051011107,3,39,66,0.0205,3492,0.0265,0.0,0.5886,0.4308,0.4976,0.0,0.3172,0.4498,93.4232,0.4142,0.3908,0.2686,0.0706,0.7374,0.6448,0.9935,0.3735,0.4487,0.7114,0.0,60.0,14.0,32.0,44.0,33.0,25.0,11 %ile,34 %ile,28 %ile
Georgia,Chatham County,13051011108,2,20,24,0.0403,2656,0.2439,0.0,0.5886,0.209,0.0434,0.0,0.0,0.0,66.2939,0.0974,0.2164,0.1951,0.0648,0.7374,0.571,0.9897,0.3735,0.3894,0.0,0.0,54.0,14.0,24.0,38.0,16.0,17.0,22 %ile,28 %ile,24 %ile
Georgia,Chatham County,13051011110,1,26,41,0.1968,1646,0.0424,0.3188,0.5886,0.2915,0.0434,0.0,0.0,0.0,100.0,0.2574,0.2251,0.2579,0.0631,0.7374,0.6426,0.9952,0.3735,0.5039,0.5198,0.0,48.0,16.0,25.0,28.0,11.0,0.0,41 %ile,27 %ile,25 %ile
Georgia,Chatham County,13051011111,1,26,46,0.127,1723,0.4334,0.3188,0.0,0.2915,0.0434,0.0,0.0,0.0,100.0,0.6136,0.1897,0.2579,0.0631,0.7374,0.571,0.99,0.3735,0.3905,0.0,0.0,45.0,18.0,24.0,25.0,10.0,0.0,51 %ile,32 %ile,27 %ile
Georgia,Chatham County,13051011112,3,18,14,0.2389,3111,0.1833,0.0,0.0,0.197,0.0434,0.0,0.0,0.0,27.134,0.0,0.2164,0.2205,0.0648,0.7374,0.5425,0.9772,0.3735,0.3239,0.0,0.0,59.0,14.0,22.0,38.0,19.0,18.0,64 %ile,30 %ile,24 %ile
Georgia,Chatham County,13051011113,3,18,25,0.1202,4124,0.1469,0.0,0.0,0.197,0.0434,0.0,0.0,0.0,70.9315,0.0,0.2101,0.2129,0.0648,0.7371,0.5425,0.9935,0.3735,0.4484,0.0,0.0,55.0,13.0,20.0,39.0,21.0,19.0,15 %ile,31 %ile,24 %ile
Georgia,Chatham County,13051011114,4,42,68,0.2008,2020,0.2838,0.0,0.0,0.4814,0.0434,0.0,0.0,0.0,100.0,0.5823,0.1501,0.2483,0.067,0.7374,0.601,0.9772,0.3735,0.3239,0.5198,0.0,63.0,13.0,35.0,43.0,35.0,21.0,61 %ile,41 %ile,35 %ile
Georgia,Chatham County,13051011115,4,42,45,0.0961,2929,0.1517,0.0,0.5886,0.4855,0.0434,0.0,0.0,0.0,66.5951,0.3519,0.1491,0.2579,0.067,0.7374,0.601,0.9772,0.3735,0.3239,0.5198,0.0,63.0,12.0,35.0,44.0,34.0,25.0,64 %ile,27 %ile,22 %ile
Georgia,Chatham County,13051011200,7,72,96,0.3692,1618,0.6128,0.0,0.5886,0.7837,0.4976,0.0,0.8598,0.0,100.0,0.6136,0.6656,0.2303,0.067,0.0,0.6045,0.9772,0.0,0.3239,0.0,0.0,73.0,10.0,60.0,66.0,66.0,61.0,43 %ile,41 %ile,30 %ile
Georgia,Chatham County,13051011300,7,71,95,0.7132,2114,0.8933,0.0,0.5886,0.7749,0.4976,0.0,0.8598,0.0,100.0,0.6136,0.6668,0.2303,0.0648,0.0,0.6045,0.9772,0.0,0.3239,0.0,0.0,73.0,10.0,60.0,62.0,64.0,57.0,76 %ile,72 %ile,60 %ile
Georgia,Chatham County,13051011400,7,70,97,0.8424,1854,0.6933,0.0,0.5886,0.7719,0.4976,0.0,0.7294,0.0,100.0,0.6136,0.6684,0.2303,0.067,0.0,0.6045,0.9772,0.0,0.3239,0.0,0.0,73.0,10.0,60.0,61.0,65.0,56.0,79 %ile,75 %ile,59 %ile
Georgia,Chatham County,13051011500,3,15,7,0.0245,2593,0.19,0.0,0.5886,0.3259,0.4976,0.0,0.0,0.0,88.9078,0.0988,0.1774,0.3405,0.189,0.6675,0.571,0.9935,0.3735,0.4241,0.0,0.0,49.0,8.0,21.0,52.0,24.0,14.0,22 %ile,41 %ile,36 %ile
Georgia,Chatham County,13051011600,9,74,89,0.7463,1907,0.5943,0.0,0.5886,0.8134,0.4976,0.0,0.8598,0.8446,100.0,0.6136,0.6656,0.2303,0.0706,0.4405,0.6497,0.9772,0.3735,0.3239,0.5198,0.0,74.0,9.0,65.0,89.0,57.0,81.0,70 %ile,95 %ile,79 %ile
Georgia,Chatham County,13051011700,7,71,96,0.8877,3151,0.9564,0.0,0.0,0.7904,0.4976,0.0,0.8598,0.5978,100.0,0.6136,0.6656,0.2303,0.067,0.7374,0.6475,0.9772,0.3735,0.3239,0.0,0.0,73.0,10.0,61.0,72.0,64.0,64.0,87 %ile,79 %ile,62 %ile
Georgia,Chatham County,13051011800,5,49,85,0.6617,1710,0.8966,0.0,0.5886,0.6919,0.4976,0.0,0.794,0.6409,52.2881,0.428,0.6442,0.2483,0.067,0.7374,0.6475,0.9772,0.3735,0.3239,0.5198,0.0,69.0,11.0,55.0,75.0,51.0,54.0,9 %ile,82 %ile,63 %ile
Georgia,Chatham County,13051011900,7,70,92,0.597,2022,0.4564,0.0,0.0,0.7723,0.4976,0.0,0.8598,0.0,100.0,0.6136,0.67,0.2303,0.067,0.0,0.6045,0.9772,0.0,0.3239,0.0,0.0,72.0,10.0,59.0,64.0,62.0,57.0,87 %ile,56 %ile,44 %ile
Georgia,Chattahoochee County,13053020100,25,3,22,0.6315,1759,0.9529,0.0,0.0,0.1087,0.4976,0.0,0.0,0.0,13.5064,0.3774,0.2195,0.1036,0.3111,0.0,0.8544,0.5755,0.0184,0.2799,0.7114,0.0,55.0,8.0,5.0,38.0,10.0,15.0,95 %ile,60 %ile,70 %ile
Georgia,Chattahoochee County,13053020201,37,13,10,0.0086,3008,0.5868,0.0,0.0,0.159,0.9248,0.0,0.0,0.0,75.5131,0.267,0.231,0.1085,0.18,0.0,0.8385,0.5755,0.0,0.2799,0.0,0.0,66.0,9.0,11.0,35.0,20.0,25.0,41 %ile,19 %ile,27 %ile
Georgia,Chattahoochee County,13053020203,32,12,11,0.4714,1984,0.9245,0.0,0.0,0.1736,0.9248,0.0,0.0,0.0,22.3021,0.1748,0.1491,0.1085,0.3187,0.0,0.843,0.5989,0.0184,0.2799,0.8014,0.0,60.0,9.0,7.0,33.0,22.0,27.0,44 %ile,32 %ile,50 %ile
Georgia,Chattahoochee County,13053020205,37,13,6,0.4944,1927,0.6929,0.0,0.0,0.1562,0.9248,0.0,0.0,0.0,79.2672,0.3313,0.445,0.1085,0.189,0.0,0.8385,0.5755,0.0184,0.2799,0.0,0.0,65.0,9.0,12.0,37.0,21.0,29.0,51 %ile,35 %ile,45 %ile
Georgia,Chattahoochee County,13053020206,30,8,12,-999.0,724,-999.0,0.0,0.0,0.1732,0.9248,0.0,0.395,0.4921,10.9573,0.1764,0.2209,0.1036,0.6383,0.0,0.8623,0.5755,0.0184,0.2799,0.8557,0.0,58.0,8.0,9.0,34.0,27.0,49.0,0 %ile,7 %ile,10 %ile
Georgia,Chattooga County,13055010100,23,20,7,0.1875,2449,0.7969,0.0,0.0,0.2226,0.4976,0.0,0.3132,0.0,83.5688,0.1842,0.2131,0.084,0.2735,0.0,0.7213,0.4087,0.1605,0.6148,0.0,0.0,53.0,10.0,18.0,50.0,7.0,0.0,55 %ile,67 %ile,50 %ile
Georgia,Chattooga County,13055010201,18,22,11,0.6348,3184,0.6535,0.0,0.0,0.2344,0.4976,0.0,0.4731,0.0,21.5991,0.1689,0.3291,0.084,0.1638,0.0,0.7189,0.3271,0.1605,0.66,0.5198,0.0,47.0,11.0,18.0,42.0,10.0,0.0,5 %ile,63 %ile,66 %ile
Georgia,Chattooga County,13055010202,18,22,33,0.8604,3268,0.9616,0.0,0.0,0.2714,0.4976,0.0,0.4456,0.0,81.3647,0.4663,0.4038,0.0777,0.1991,0.0,0.7128,0.3271,0.1605,0.66,0.5198,0.0,49.0,11.0,23.0,42.0,14.0,0.0,49 %ile,80 %ile,82 %ile
Georgia,Chattooga County,13055010300,13,14,3,0.6182,2411,0.7872,0.0,0.0,0.1829,0.4976,0.0,0.4056,0.0,32.4321,0.0,0.302,0.0637,0.189,0.0,0.7289,0.3628,0.1605,0.6415,0.0,0.0,43.0,10.0,14.0,54.0,4.0,0.0,95 %ile,73 %ile,50 %ile
Georgia,Chattooga County,13055010401,17,23,35,0.6045,2271,0.8857,0.0,0.0,0.2536,0.4976,0.0,0.3854,0.0,49.9458,0.1396,0.2499,0.0684,0.1638,0.0,0.7189,0.3615,0.1605,0.6432,0.5198,0.0,47.0,9.0,29.0,51.0,14.0,0.0,8 %ile,78 %ile,61 %ile
Georgia,Chattooga County,13055010402,17,23,41,0.7801,2822,0.9308,0.0,0.0,0.2536,0.4976,0.0,0.0,0.0,25.1848,0.3686,0.2918,0.0684,0.1638,0.0,0.7189,0.3271,0.1605,0.66,0.0,0.0,48.0,10.0,34.0,43.0,15.0,0.0,31 %ile,78 %ile,72 %ile
Georgia,Chattooga County,13055010501,20,27,45,0.7733,2750,0.9678,0.0,0.0,0.3064,0.4976,0.0,0.0,0.0,69.9125,0.5572,0.3331,0.0684,0.1723,0.0,0.7189,0.3596,0.1605,0.6482,0.0,0.0,50.0,9.0,29.0,45.0,15.0,0.0,85 %ile,87 %ile,84 %ile
Georgia,Chattooga County,13055010502,20,27,52,0.8165,3407,0.8783,0.0,0.0,0.3064,0.4976,0.0,0.5933,0.0,92.0014,0.3154,0.3076,0.0684,0.18,0.0,0.7189,0.4158,0.1605,0.6022,0.0,0.0,51.0,9.0,36.0,50.0,18.0,0.0,67 %ile,75 %ile,63 %ile
Georgia,Chattooga County,13055010600,21,18,4,0.4574,2340,0.7551,0.0,0.0,0.198,0.4976,0.0,0.4095,0.0,50.3129,0.0,0.3174,0.0602,0.2207,0.0,0.7347,0.4172,0.1605,0.5984,0.5198,0.0,50.0,8.0,17.0,62.0,6.0,0.0,16 %ile,81 %ile,79 %ile
Georgia,Cherokee County,13057090101,23,24,22,0.1526,4968,0.3603,0.3188,0.0,0.2589,0.4976,0.0,0.2997,0.0,61.7673,0.1568,0.1887,0.093,0.127,0.0,0.77,0.4164,0.2024,0.424,0.7114,0.0,45.0,19.0,22.0,54.0,12.0,0.0,56 %ile,52 %ile,78 %ile
Georgia,Cherokee County,13057090102,23,24,15,0.181,4964,0.4038,0.3188,0.0,0.2651,0.4976,0.0,0.4141,0.0,22.2211,0.2278,0.1925,0.093,0.127,0.0,0.7726,0.4172,0.2024,0.4183,0.8557,0.0,47.0,18.0,23.0,64.0,19.0,0.0,69 %ile,63 %ile,79 %ile
Georgia,Cherokee County,13057090103,23,24,58,0.0835,2067,0.1368,0.3188,0.0,0.2589,0.4976,0.0,0.6871,0.0,55.7669,0.3353,0.1372,0.093,0.1039,0.0,0.7771,0.4172,0.2024,0.4183,0.0,0.0,51.0,19.0,23.0,87.0,22.0,0.0,26 %ile,75 %ile,77 %ile
Georgia,Cherokee County,13057090201,29,25,10,0.1382,2226,0.4154,0.0,0.0,0.2706,0.4976,0.0,0.0,0.0,35.2043,0.0,0.163,0.0988,0.127,0.0,0.7649,0.4172,0.0,0.4183,0.5198,0.0,52.0,17.0,25.0,52.0,18.0,0.0,12 %ile,54 %ile,76 %ile
Georgia,Cherokee County,13057090202,29,25,5,0.2436,7129,0.4081,0.0,0.0,0.2706,0.4976,0.0,0.4,0.0,40.2394,0.1202,0.191,0.0988,0.1638,0.0,0.7835,0.4169,0.2024,0.4213,0.8557,0.0,50.0,16.0,21.0,49.0,11.0,0.0,68 %ile,45 %ile,70 %ile
Georgia,Cherokee County,13057090301,52,41,35,0.2774,5308,0.2697,0.0,0.0,0.4702,0.4976,0.0,0.0,0.0,100.0,0.4853,0.117,0.093,0.1097,0.0,0.77,0.4172,0.2024,0.4183,0.0,0.0,67.0,19.0,42.0,45.0,29.0,18.0,24 %ile,44 %ile,67 %ile
Georgia,Cherokee County,13057090302,52,41,16,0.1479,2366,0.6302,0.0,0.0,0.4702,0.4976,0.0,0.0,0.0,80.661,0.3002,0.3927,0.1036,0.1551,0.0,0.7726,0.4172,0.2024,0.4183,0.0,0.0,68.0,17.0,36.0,44.0,28.0,20.0,75 %ile,44 %ile,67 %ile
Georgia,Cherokee County,13057090303,52,41,37,0.0551,6345,0.1378,0.0,0.0,0.4683,0.4976,0.0,0.3393,0.0,67.5691,0.1938,0.2446,0.0988,0.127,0.0,0.77,0.4172,0.2024,0.4183,0.0,0.0,61.0,17.0,37.0,49.0,28.0,13.0,13 %ile,41 %ile,62 %ile
Georgia,Cherokee County,13057090401,36,40,62,0.9932,5754,0.8826,0.0,0.0,0.4683,0.4976,0.0,0.7988,0.611,100.0,0.336,0.37,0.0988,0.1097,0.0,0.77,0.4172,0.2024,0.4183,0.0,0.0,63.0,19.0,48.0,61.0,39.0,0.0,50 %ile,85 %ile,93 %ile
Georgia,Cherokee County,13057090402,36,40,50,0.5372,5904,0.4534,0.0,0.0,0.4662,0.4976,0.0,0.5734,0.0,69.1287,0.383,0.3772,0.093,0.1172,0.0,0.7726,0.4172,0.2024,0.4183,0.5198,0.0,58.0,18.0,38.0,71.0,30.0,0.0,39 %ile,82 %ile,88 %ile
Georgia,Cherokee County,13057090503,47,40,24,0.1889,4370,0.2217,0.3188,0.0,0.4611,0.4976,0.0,0.399,0.0,24.3981,0.2428,0.148,0.0721,0.1172,0.0,0.7678,0.4172,0.2024,0.4183,0.0,0.0,68.0,24.0,37.0,49.0,18.0,27.0,49 %ile,37 %ile,41 %ile
Georgia,Cherokee County,13057090504,47,40,26,0.0802,5385,0.02,0.3188,0.0,0.4611,0.4976,0.0,0.0,0.0,17.5876,0.3416,0.1372,0.0777,0.1172,0.0,0.7678,0.4172,0.2024,0.4183,0.0,0.0,64.0,22.0,34.0,50.0,16.0,0.0,0 %ile,31 %ile,45 %ile
